XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
661621.68289059,2717811.78129760,238,250,125,1203.81105711915
663033.10020126,2718869.52517686,240,226,120,2219.39125183124
663033.10020126,2718869.52517686,240,231,121,2038.7013076819
663033.10020126,2718869.52517686,240,243,123,8.39397472698272
663033.10020126,2718869.52517686,240,257,130,196.30006287382
663026.03762876,2718874.06157206,243,228,122,2206.7077622747
663026.03762876,2718874.06157206,243,240,123,8.39397472698272
663026.03762876,2718874.06157206,243,255,128,191.782738565139
661428.48427282,2718905.77781702,247,235,124,1126.16275570262
661428.48427282,2718905.77781702,247,289,145,477.345065821194
661428.48427282,2718905.77781702,247,300,150,1119.75043798551
661449.66606857,2718988.77582715,250,238,125,1203.81105711915
661449.66606857,2718988.77582715,250,274,137,420.657781761697
661449.66606857,2718988.77582715,250,286,143,391.942795897243
662379.79566359,2719043.50434478,251,252,126,136.25577933723
662379.79566359,2719043.50434478,251,271,136,295.541114273256
662379.79566359,2719043.50434478,251,280,141,180.713686456844
662516.00083585,2719047.21762552,252,251,126,136.25577933723
662516.00083585,2719047.21762552,252,253,127,683.87615486883
662516.00083585,2719047.21762552,252,262,131,487.928072012529
662103.64506170,2718511.64019345,253,252,127,683.87615486883
663004.14957679,2719064.58948089,255,243,128,191.782738565139
663004.14957679,2719064.58948089,255,257,129,7.89016211844866
663004.14957679,2719064.58948089,255,262,132,7.06640139307354
663012.03932165,2719064.67062485,257,255,129,7.89016211844866
663012.03932165,2719064.67062485,257,240,130,196.30006287382
663012.03932165,2719064.67062485,257,267,135,16.9437593012601
663012.03932165,2719064.67062485,257,383,193,3905.91132732436
663003.27753140,2719071.60186747,262,252,131,487.928072012529
663003.27753140,2719071.60186747,262,255,132,7.06640139307354
663003.27753140,2719071.60186747,262,265,133,8.81706096697676
663002.18260575,2719080.35067892,265,262,133,8.81706096697676
663002.18260575,2719080.35067892,265,267,134,8.72182416991489
663002.18260575,2719080.35067892,265,344,185,2247.23521670342
663010.81872694,2719081.57036236,267,265,134,8.72182416991489
663010.81872694,2719081.57036236,267,257,135,16.9437593012601
663010.81872694,2719081.57036236,267,360,186,2263.55627830281
663010.81872694,2719081.57036236,267,383,192,3916.4278772264
662108.86148730,2719091.21598311,271,251,136,295.541114273256
662108.86148730,2719091.21598311,271,274,139,301.700419053244
662108.86148730,2719091.21598311,271,280,140,188.237130736628
661852.41901964,2719109.71482191,274,250,137,420.657781761697
